Label,Statement
1,"['health', 'reform', 'legisl', 'washington', 'pass', 'year', 'difficult', 'hire', 'increas', 'cost', 'employ']"
1,"['congression', 'budget', 'offic', 'say', 'obamacar', 'kill', 'job']"
1,"['thompson', 'vote', 'cap', 'damag', 'legal', 'fairer']"
1,"['texa', 'fiscal', 'year', 'money', 'reserv', 'state', 'combin']"
1,"['strateg', 'petroleum', 'reserv']"
5,"['immigr', 'fertil']"
5,"['propos', 'educ', 'chang', 'teacher']"
1,"['number', 'uninsur', 'peopl', 'massachusett', 'mandat', 'pass']"
5,"['firearm', 'homicid', 'percent', 'texa', 'pass', 'conceal', 'permit']"
1,"['upward', 'percent', 'women', 'seek', 'abort', 'decid', 'abort', 'see', 'ultrasound']"
1,"['spend', 'defens', 'today', 'time', 'pearl', 'harbor']"
5,"['incom', 'today', 'revenu', 'year']"
5,"['say', 'scott', 'walker', 'want', 'common', 'form', 'birth', 'control', 'includ', 'pill']"
1,"['jason', 'kander', 'support', 'obama', 'plan', 'bring', 'remain', 'suspect', 'terrorist', 'soil']"
5,"['shelbi', 'counti', 'donat', 'sorri', 'give', 'school', 'citi', 'memphi']"
5,"['intellig', 'offici', 'toldeveri', 'member', 'congress', 'includ', 'presid', 'attack', 'threat', 'eman', 'syria', 'iraq']"
5,"['suburb', 'inund', 'resid', 'atlanta', 'hous', 'project', 'absolut']"
5,"['juli', 'mitt', 'romney', 'help', 'locat', 'miss', 'teenag', 'daughter', 'partner', 'bain', 'capit']"
1,"['blame', 'mike', 'mcintyr', 'nanci', 'pelosi', 'second', 'straight', 'year', 'cost', 'live', 'increas', 'social', 'secur', 'beneficiari']"
1,"['govern', 'go', 'right', 'bank', 'account', 'health', 'care', 'transfer', 'know']"
5,"['mechan', 'place', 'shut', 'internet', 'privat']"
1,"['american', 'peopl', 'support', 'defund', 'obamacar', 'oppos', 'shut', 'govern']"
5,"['report', 'insist', 'chang', 'social', 'secur', 'fiscalcliff', 'fals', 'chang', 'support', 'barackobama']"
5,"['play', 'clip', 'presid', 'obama', 'say', 'bring', 'knife', 'fight', 'bring']"
1,"['peopl', 'rhode', 'island', 'dont', 'want', 'marriag']"
5,"['paul', 'ryan', 'medicar', 'plan', 'line', 'pocket', 'privat', 'insur', 'compani', 'increas', 'cost', 'senior', 'reduc', 'deficit']"
1,"['year', 'congress', 'conni', 'mack', 'miss', 'half', 'vote']"
1,"['kid', 'drop', 'high', 'school', 'colleg', 'start', 'career']"
1,"['eisenhow', 'salut', 'militari', 'personnel', 'presid']"
5,"['wisconsin', 'governor', 'cut', 'perquisit', 'plan', 'leav', 'worker', 'better', 'privat', 'sector', 'counterpart']"
1,"['airplan', 'peopl', 'list', 'abl']"
1,"['percent', 'republican', 'support', 'afford', 'care']"
5,"['spend', 'afterschool', 'program', 'save', 'crime', 'cost', 'line']"
5,"['feder', 'govern', 'trillion', 'cash', 'flow', 'bill', 'wont', 'default']"
1,"['say', 'alex', 'sink', 'fail', 'florida', 'homeown', 'predatori', 'lend', 'practic']"
1,"['percent', 'small', 'size', 'bank', 'loan', 'money', 'small', 'busi', 'wipe', 'dodd', 'frank', 'pass']"
1,"['check', 'librari', 'book', 'photo']"
1,"['say', 'starbuck', 'take', 'christma', 'brand', 'cup']"
5,"['atmospher', 'condit', 'push', 'footbal', 'pressur', 'approxim', 'half', 'pound', 'squar', 'inch']"
1,"['hillari', 'clinton', 'support', 'unlimit', 'abort', 'demand', 'moment', 'birth', 'includ', 'partial', 'birth', 'abort', 'taxpay', 'fund']"
5,"['legisl', 'clear', 'georgia', 'hous', 'children', 'legal', 'refuge', 'obtain', 'state', 'scholarship', 'attend', 'privat', 'school']"
5,"['go', 'lose', 'million', 'job', 'month', 'bush', 'administr', 'add', 'privat', 'sector', 'job', 'month', 'year']"
5,"['star', 'ohio', 'fund', 'receiv', 'highest', 'possibl', 'credit', 'rat', 'fund', 'receiv']"
5,"['taxpay', 'hook', 'propos', 'atlanta', 'falcon', 'stadium', 'fund', 'repay', 'money', 'come', 'outsid']"
5,"['month', 'busi', 'creat', 'million', 'job', 'year', 'creat', 'job']"
5,"['year', 'million', 'leav', 'missouri', 'lone', 'star', 'state']"
5,"['colleg', 'loan', 'loan', 'unit', 'state', 'refin', 'rat']"
5,"['hous', 'repres', 'pass', 'resolut', 'disapprov', 'condemn', 'member', 'behavior']"
5,"['younger', 'competitor', 'entir', 'immigr']"
5,"['recent', 'intern', 'report', 'unit', 'state', 'near', 'industri', 'nation', 'academ', 'achiev']"
5,"['say', 'million', 'peopl', 'countri', 'time', 'million', 'doctor', 'theyr', 'sick', 'million', 'peopl', 'need', 'govern', 'help', 'fee', 'million', 'famili', 'valu', 'home']"
5,"['polici', 'mistak', 'clinton', 'larg', 'degre', 'situat', 'today', 'mass', 'incarcer']"
1,"['say', 'rais', 'averag', 'famili', 'incom', 'percent', 'tenur', 'arkansa', 'governor']"
5,"['tri', 'million', 'build', 'high', 'speed', 'train', 'go', 'mile', 'hour']"
5,"['say', 'estim', 'fulli', 'extend', 'bush', 'cut', 'million', 'job', 'million', 'job']"
5,"['presid', 'reagan', 'rais', 'debt', 'ceil', 'time', 'georg', 'bush', 'seven', 'time']"
5,"['accord', 'david', 'johnston', 'averag', 'american', 'pay', 'percent', 'incom', 'feder', 'tax', 'richest', 'american', 'percent', 'incom', 'feder', 'tax']"
1,"['young', 'american', 'right', 'theyr', 'cover', 'health', 'insur']"
5,"['corpor', 'incom', 'account', 'percent', 'feder', 'revenu', 'today', 'despit', 'record', 'break', 'profit', 'corpor', 'tax', 'bring', 'percent']"
5,"['year', 'texa', 'creat', 'percent', 'job', 'nationwid']"
1,"['say', 'third', 'group', 'target', 'scrutini', 'conserv']"
1,"['class', 'patric', 'lumumba', 'univers', 'moscow', 'mahmoud', 'abba', 'member', 'class', 'khamenei', 'that', 'establish', 'relationship', 'young', 'vladimir', 'putin']"
5,"['week', 'texa', 'state', 'board', 'educ', 'sboe', 'rick', 'perri', 'appointe', 'vote', 'remov', 'thoma', 'jefferson', 'social', 'studi', 'textbook', 'standard', 'that', 'right', 'thoma', 'jefferson', 'delet', 'list', 'histor', 'figur', 'inspir', 'polit', 'chang']"
1,"['senat', 'salari', 'perk', 'berni', 'percent', 'pay', 'percent', 'tax', 'year']"
5,"['know', 'pull', 'truth', 'matter', 'start', 'today', 'year', 'year', 'troop', 'physic', 'iraq', 'logist']"
5,"['richest', 'american', 'increas', 'wealth', 'billion', 'republican', 'budget', 'requir', 'american', 'contribut', 'penni', 'deficit', 'reduct']"
5,"['say', 'foster', 'mayor', 'rick', 'kriseman', 'ineffect', 'florida', 'hous', 'repres', 'legisl', 'pass', 'hous', 'kriseman']"
5,"['say', 'texa', 'routin', 'get', 'feder', 'spend', 'pay', 'tax']"
1,"['cell', 'phone', 'number', 'public', 'month']"
1,"['say', 'offer', 'million', 'save', 'million', 'save', 'year', 'contract', 'negoti', 'citi', 'milwauke']"
1,"['clackama', 'counti', 'commission', 'approv', 'negoti', 'agreement', 'lower', 'counti', 'contribut', 'trimet', 'portland', 'milwauki', 'light', 'rail', 'project', 'million', 'million']"
5,"['say', 'texa', 'differ', 'feloni', 'commit', 'oyster']"
1,"['obama', 'administr', 'unwind', 'nation', 'welfar', 'work', 'requir']"
5,"['electr', 'sale', 'georgia', 'drop', 'dramat', 'credit', 'elimin', 'annual', 'registr', 'impos', 'juli']"
5,"['redskin', 'train', 'camp', 'deal', 'generat', 'million', 'privat', 'invest', 'citi']"
5,"['budget', 'plan', 'near', 'million', 'job']"
5,"['peopl', 'live', 'countri', 'bear', 'anytim', 'histori', 'countri']"
5,"['say', 'hillari', 'clinton', 'defend', 'syria', 'presid', 'assad', 'possibl', 'reform', 'start', 'countri', 'civil']"
5,"['postal', 'servic', 'financi', 'loss', 'result', 'drain', 'billion', 'year', 'post', 'offic', 'revenu', 'postal', 'servic', 'forc', 'overpay', 'billion', 'feder', 'account']"
5,"['feder', 'depart', 'budget', 'bill', 'delay', 'opposit', 'amend', 'confeder', 'battl', 'flag', 'sale', 'feder', 'build', 'gift', 'shop']"
1,"['shes', 'vote', 'increas', 'hurt', 'middl', 'class', 'small', 'busi']"
1,"['hous', 'repres', 'differ', 'job', 'bill', 'pass', 'bipartisan']"
1,"['sheila', 'jackson', 'texa', 'say', 'wrink', 'white', 'age', 'been', 'time', 'generat', 'spot', 'planet']"
1,"['republican', 'small', 'busi', 'spend', 'million', 'better', 'googl', 'search', 'creation']"
5,"['state', 'allow', 'oper', 'iron', 'northern', 'wisconsin', 'pristin', 'stream', 'pond', 'wast']"
1,"['america', 'highest', 'tax', 'nation', 'world']"
1,"['black', 'america', 'countri', 'wealthiest', 'nation', 'world']"
5,"['republican', 'take', 'elect', 'graduat', 'rate', 'wisconsin', 'go', 'percent', 'percent', 'black', 'graduat', 'rate', 'go', 'percent', 'percent', 'latino', 'graduat', 'rate', 'go', 'percent', 'percent']"
1,"['estim', 'near', 'percent', 'gun', 'sell', 'america', 'sell', 'privat', 'unlicens', 'seller', 'onlin', 'show']"
5,"['deadliest', 'year', 'afghanistan', 'american', 'forc']"
5,"['florida', 'teacher', 'pay', 'nation', 'averag']"
5,"['rick', 'perri', 'governor', 'texa', 'go', 'countri', 'popul', 'graduat', 'high', 'school']"
5,"['say', 'amanda', 'fritz', 'manag', 'percent', 'citi', 'oper']"
5,"['streetcar', 'project', 'plan', 'mayor', 'barrett', 'style', 'trolley']"
5,"['american', 'year', 'doubl', 'money', 'spend', 'child', 'educ', 'result', 'get', 'wors', 'better']"
1,"['poll', 'floridian', 'dont', 'want', 'repeal', 'afford', 'care']"
1,"['say', 'congressman', 'pascrel', 'vote', 'remov', 'public', 'option', 'afford', 'health', 'care']"
5,"['lawmak', 'pay', 'season', 'effort', 'time', 'lead', 'draw', 'border', 'citi']"
1,"['greg', 'abbott', 'surrog', 'refer', 'women', 'victim', 'rape', 'incest', 'confront', 'minor', 'issu']"
5,"['offshor', 'drill', 'energi']"
1,"['propos', 'medic', 'marijuana', 'amend', 'florida', 'dont', 'refil', 'forev']"
1,"['data', 'store', 'microchip', 'implant', 'major', 'peopl', 'cover', 'public', 'health', 'care', 'option']"
5,"['enact', 'right', 'carri', 'expand', 'right', 'offend', 'terrorist', 'child', 'predat', 'abus', 'carri', 'conceal', 'weapon', 'state', 'line']"
5,"['haven', 'miss', 'vote']"
1,"['say', 'treasur', 'offic', 'save', 'million', 'manag', 'cost', 'oversight', 'public', 'invest']"
5,"['say', 'georgia', 'send', 'state', 'money', 'child', 'state', 'charter', 'school', 'budget', 'cut', 'appli', 'charter', 'school']"
1,"['jorg', 'elorza', 'want', 'impos', 'municip', 'incom']"
1,"['suprem', 'court', 'overrul', 'branchesof', 'govern']"
1,"['rough', 'crimin', 'record']"
5,"['nathan', 'deal', 'hope', 'scholarship', 'program', 'liter', 'georgian', 'abl', 'colleg', 'technic', 'train', 'bad', 'need', 'rais', 'know', 'chanc', 'good']"
5,"['governor', 'arkansa', 'tax', 'fee', 'time', 'save', 'taxpay', 'million', 'leav', 'surplus', 'near', 'million']"
5,"['havent', 'rais', 'tax', 'time', 'governor', 'jersey']"
1,"['massachusett', 'public', 'school', 'teach', 'kid', 'young', 'kindergartn', 'marriag']"
1,"['probabl', 'best', 'know', 'american', 'world']"
1,"['accept', 'legal', 'immigr', 'histori', 'unit', 'state']"
5,"['congress', 'bewild', 'scope', 'reach', 'spi', 'apparatus', 'explicit', 'reject', 'amend', 'call', 'disclosur']"
5,"['peopl', 'florida', 'result', 'expand', 'medicaid']"
5,"['maggi', 'hassan', 'budget', 'propos', 'rais', 'tax', 'small', 'busi', 'increas', 'tax', 'fee', 'million']"
1,"['washington', 'politician', 'spend', 'million', 'teach', 'moroccan', 'potteri']"
5,"['hillari', 'clinton', 'start', 'percent', 'countri']"
1,"['saysrand', 'paulha', 'budget', 'militari', 'half']"
5,"['group', 'receiv', 'foreign', 'money', 'spend', 'huge', 'sum', 'influenc', 'american', 'elect']"
5,"['say', 'legisl', 'cut', 'mean', 'texa', 'spend', 'averag', 'student']"
5,"['current', 'rate', 'presid', 'obama', 'add', 'debt', 'unit', 'state', 'america', 'term', 'previous', 'presid', 'combin']"
5,"['know', 'saudi', 'arabia', 'start', 'qaida']"
5,"['say', 'williamson', 'counti', 'attorney', 'jana', 'duti', 'prosecut', 'singl', 'adult', 'feloni', 'case']"
1,"['fundrais', 'number', 'grassroot', 'support', 'unmatch']"
5,"['issu', 'make', 'illeg', 'negoti', 'firefight']"
5,"['say', 'unemploy', 'rate', 'improv', 'reflect', 'real', 'creation', 'caus', 'shrink', 'actual', 'labor', 'forc']"
1,"['scott', 'walker', 'hire', 'convict', 'assembl', 'speaker', 'scott', 'jensen', 'overse', 'raid', 'state', 'employe', 'retir', 'help', 'balanc', 'state', 'budget']"
1,"['obama', 'vote', 'fund', 'american', 'troop', 'battlefield']"
5,"['general', 'appear', 'wisconsin', 'right', 'work', 'like', 'appli', 'green', 'packer', 'player', 'union']"
5,"['call', 'defens', 'minist', 'peopl', 'republ', 'donetsk', 'actual', 'post', 'brag', 'social', 'media', 'post', 'have', 'shoot', 'militari', 'transport', 'appar', 'civilian', 'pull', 'social', 'media']"
5,"['democrat', 'kind', 'fall', 'see', 'rais', 'tax', 'faster', 'look', 'like', 'go', 'rais', 'tax', 'percent']"
5,"['right', 'highest', 'growth', 'sector', 'leisur', 'hospit', 'weve', 'add', 'job', 'fall', 'restaur', 'sector', 'industri', 'high', 'pay', 'job', 'depart', 'labor', 'estim', 'industri', 'sector', 'lowest', 'averag', 'wag', 'lowest', 'proport', 'workforc', 'earn', 'minimum', 'subminimum', 'wage', 'job']"
1,"['scott', 'walker', 'buy', 'brand', 'vehicl', 'state', 'probabl', 'dont', 'need']"
5,"['say', 'pass', 'measur', 'includ', 'one', 'prevent', 'grope', 'airport', 'secur', 'check', 'sanctuari', 'citi', 'texa']"
1,"['get', 'point', 'averag', 'feder', 'worker', 'make', 'twice', 'averag', 'privat', 'sector', 'worker']"
1,"['polit', 'appointe', 'ipab', 'major', 'health', 'care', 'decis', 'million', 'american']"
1,"['say', 'store', 'bar', 'sell', 'watt', 'light', 'bulb']"
5,"['presid', 'earli', 'presid', 'consecut', 'elect']"
1,"['jason', 'carter', 'support', 'georgia', 'dollar', 'promot', 'obamacar']"
5,"['recent', 'associ', 'press', 'poll', 'nader', 'gonzalez', 'percent', 'nation', 'coverag', 'mccain', 'obama']"
5,"['patrick', 'say', 'women', 'pay', 'that', 'problem']"
5,"['weve', 'averag', 'soldier', 'commit', 'suicid', 'that']"
1,"['republican', 'congressmen', 'say', 'money', 'dont', 'know', 'addit', 'border', 'patrol', 'agent']"
5,"['today', 'time', 'year', 'master', 'lock', 'union', 'plant', 'milwauke', 'run', 'capac']"
5,"['reed', 'actual', 'vote', 'singl', 'trade', 'deal', 'come', 'form']"
1,"['isi', 'camp', 'mile', 'texa', 'mexican', 'author', 'confirm']"
1,"['feder', 'project', 'estim', 'health', 'care', 'overhaul', 'cost', 'trillion', 'year', 'billion', 'democrat', 'origin', 'claim']"
1,"['jersey', 'rep', 'donald', 'payn', 'frank', 'pallon', 'socialist', 'open', 'serv', 'congress']"
1,"['unemploy', 'rate', 'high', 'percent']"
5,"['common', 'core', 'feder', 'govern', 'fingerprint', 'thing']"
1,"['social', 'secur', 'ponzi', 'scheme']"
1,"['say', 'scott', 'walker', 'brag', 'have', 'independ', 'agenc', 'investig', 'polic', 'shoot', 'cours', 'didnt', 'fund']"
5,"['arizona', 'state', 'crime', 'feder', 'crime']"
1,"['countri', 'found', 'congress', 'exact', 'attitud', 'sanctiti', 'christma', 'celebr', 'today', 'yeah', 'open']"
5,"['miami', 'dade', 'counti', 'spend', 'school', 'million', 'year', 'educ', 'recent', 'immigr']"
1,"['omnibus', 'billion', 'earmark']"
5,"['trump', 'propos', 'enact', 'largest', 'increas', 'american', 'histori']"
5,"['senat', 'mccain', 'talk', 'tough', 'earmark', 'good', 'earmark', 'account', 'billion', 'budget']"
5,"['myer', 'vote', 'repeat', 'rais', 'tax', 'peopl', 'broom', 'counti', 'million', 'save', 'famili', 'busi', 'reloc', 'headquart']"
5,"['california', 'prop', 'requirecondom', 'usein', 'adult', 'film', 'worker', 'adult', 'film', 'industri', 'riskfor', 'lawsuit', 'harass']"
5,"['highest', 'toll', 'nation', 'privileg', 'cross', 'bridg']"
5,"['sen', 'isakson', 'chambliss', 'vote', 'unemploy', 'insur', 'vote', 'kill', 'near', 'georgia', 'job']"
1,"['say', 'real', 'estat', 'tax', 'place', 'obamacar']"
5,"['say', 'today', 'unemploy', 'run', 'near', 'percent', 'year', 'legislatur', 'lower']"
1,"['say', 'bailey', 'hutchison', 'vote', 'sanctuari', 'citi']"
5,"['john', 'mica', 'vote', 'borrow', 'trillion']"
1,"['say', 'oppon', 'mari', 'burk', 'tell', 'report', 'requir', 'worker', 'bargain', 'healthcar', 'retir', 'benefit', 'like', 'walker']"
5,"['mccain', 'hire', 'biggest', 'lobbyist', 'washington', 'campaign']"
1,"['want', 'rais', 'anybodi', 'rat', 'that', 'tabl']"
5,"['terrorist', 'kill', 'american', 'lebanon', 'ronald', 'reagan', 'democrat', 'didnt', 'partisan', 'issu']"
5,"['time', 'parti', 'pick', 'multipl', 'seat', 'regular', 'elect', 'make', 'largest', 'major', 'parti', 'year']"
1,"['john', 'wasn', 'rag', 'populist', 'year', 'presid']"
5,"['hous', 'republican', 'complain', 'didnt', 'time', 'consid', 'constitut', 'drill', 'shove', 'propos', 'day', 'open', 'state', 'water', 'drill']"
1,"['say', 'bush', 'famili', 'attend', 'republican', 'nation', 'convent', 'presid', 'bush', 'convent']"
1,"['crime', 'rise']"
5,"['flint', 'mich', 'pay', 'time', 'poison', 'water', 'pay', 'burlington', 'clean', 'water']"
1,"['weve', 'person', 'that', 'complic', 'cost', 'american', 'billion', 'year', 'compli', 'current', 'code']"
1,"['say', 'portland', 'school', 'give', 'muslim', 'student', 'school', 'provid', 'prayer', 'room', 'prayer', 'rug', 'let', 'class', 'time', 'pray', 'allah']"
1,"['texa', 'republican', 'believ', 'abolish', 'social', 'secur', 'abolish', 'health', 'care']"
5,"['bulk', 'peopl', 'shoot', 'weapon', 'drug', 'gang', 'take', 'shoot', 'weapon']"
1,"['case', 'general', 'motor', 'bush', 'administr', 'write', 'check', 'ask', 'condit', 'chang']"
5,"['salari', 'faculti', 'second', 'england', 'land', 'grant', 'univers', 'lowest', 'percent', 'major', 'research', 'institut']"
1,"['say', 'miami', 'congressman', 'carlo', 'curbelo', 'support', 'drill', 'offshor', 'repeat', 'vote', 'presid', 'obama', 'abil', 'fight', 'pollut', 'combat', 'climat', 'chang']"
1,"['presid', 'candid', 'obama', 'ask', 'disclos', 'donor', 'suspicion', 'foreign', 'sourc', 'money', 'campaign', 'refus']"
1,"['oregon', 'state', 'state', 'continu', 'medic', 'benefit', 'employe', 'famili']"
1,"['wonder', 'dont', 'rand', 'paul', 'shop', 'billionair', 'like', 'billionair', 'fund', 'super']"
5,"['say', 'donald', 'trump', 'cash', 'sept', 'collect', 'feder', 'fund', 'intend', 'help', 'small', 'busi', 'recov', 'day', 'attack', 'trump', 'say', 'properti', 'affect']"
1,"['year', 'newli', 'elect', 'presid', 'obama', 'tell', 'america', 'congress', 'approv', 'plan', 'borrow', 'near', 'trillion', 'dollar', 'hold', 'unemploy', 'percent']"
1,"['independ', 'payment', 'advisori', 'board', 'creat', 'health', 'care', 'reform', 'like', 'medicar', 'power', 'medicar', 'order', 'govern', 'program']"
1,"['mitchel', 'park', 'dome', 'lose', 'million', 'plus', 'year', 'number', 'peopl', 'go', 'dome', 'go']"
1,"['legislatur', 'youd', 'court', 'employe']"
5,"['littl', 'evid', 'light', 'camera', 'jersey', 'reduc', 'number', 'sever', 'accid', 'intersect']"
5,"['entir', 'public', 'school', 'camden', 'year', 'student', 'graduat', 'colleg', 'readi']"
5,"['say', 'near', 'oregonian', 'percent', 'homeown', 'day', 'delinqu', 'mortgag']"
1,"['hate', 'crime', 'pastor', 'preacher', 'priest', 'rabbi', 'imam', 'give', 'sermon', 'moral', 'tradit', 'sexual', 'practic', 'guilti', 'feder', 'crime']"
1,"['presid', 'obama', 'say', 'jobless', 'rate', 'pass', 'stimulus', 'percent']"
5,"['georg', 'allen', 'colleagu', 'senat', 'turn', 'biggest', 'surplus', 'histori', 'unit', 'state', 'biggest', 'deficit', 'histori', 'unit', 'state']"
